Year,Primary Type,Description,Location Description,Latitude,Longitude
2001,ASSAULT,AGGRAVATED: HANDGUN,CHA APARTMENT,41.850688434,-87.627183936
2001,THEFT,$500 AND UNDER,STREET,41.871843295,-87.697541654
2001,ROBBERY,ARMED: HANDGUN,STREET,41.894860616,-87.637202148
2001,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,41.829611625,-87.628828268
2001,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,41.812184109,-87.628153577
2001,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,41.97133183,-87.659882916
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.921140151,-87.709428042
2001,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,41.866069836,-87.724465367
2001,CRIMINAL DAMAGE,TO PROPERTY,STREET,41.78183892,-87.620768235
2001,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,42.016596279,-87.683516482
2001,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,41.811119907,-87.640879039
2001,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,41.735273993,-87.703514126
2001,BATTERY,SIMPLE,RESIDENCE,41.76411015,-87.666372231
2001,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,"SCHOOL, PUBLIC, BUILDING",41.920535859,-87.758200743
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.917121641,-87.72097483
2001,THEFT,$500 AND UNDER,GAS STATION,41.823331737,-87.650935851
2001,NARCOTICS,POSS: HEROIN(WHITE),STREET,41.896757843,-87.720166664
2001,THEFT,OVER $500,STREET,41.892471213,-87.671216167
2001,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,41.773427136,-87.700343858
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),41.900812637,-87.62105591
2001,BATTERY,SIMPLE,APARTMENT,41.780402067,-87.621840063
2001,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,41.727297897,-87.587774495
2001,NARCOTICS,POSS: CRACK,STREET,41.69372942,-87.682166777
2001,THEFT,$500 AND UNDER,DEPARTMENT STORE,41.88352126,-87.627733247
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE,42.022278481,-87.67086109
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.893039024,-87.764900666
2001,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",41.807509816,-87.642931616
2001,THEFT,OVER $500,STREET,41.869442297,-87.686767616
2001,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),41.810924592,-87.655058484
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.765214756,-87.691674958
2001,NARCOTICS,POSS: CRACK,ALLEY,41.772331501,-87.648089364
2001,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,41.826273398,-87.621512174
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.774968402,-87.718343871
2001,NARCOTICS,POSS: CRACK,STREET,41.877475908,-87.686492031
2001,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,41.938263489,-87.720522677
2001,BATTERY,SIMPLE,RESIDENCE,41.740397981,-87.544034726
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.923164101,-87.74612824
2001,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",41.689936366,-87.637610961
2001,BATTERY,SIMPLE,RESIDENCE,41.802518966,-87.592859386
2001,ASSAULT,SIMPLE,AIRPORT/AIRCRAFT,41.976200173,-87.905312411
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.906731614,-87.766884203
2001,BATTERY,SIMPLE,STREET,41.752681726,-87.633873686
2001,DECEPTIVE PRACTICE,FORGERY,COLLEGE/UNIVERSITY GROUNDS,41.958546416,-87.7869226
2001,THEFT,OVER $500,RESIDENCE,41.871669147,-87.713882048
2001,NARCOTICS,POSS: CRACK,STREET,41.865672968,-87.680685596
2001,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,41.884591617,-87.629091254
2001,THEFT,OVER $500,STREET,41.897883393,-87.660919635
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.718302035,-87.634045157
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,41.917387893,-87.696270431
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.792431252,-87.720567914
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.967503773,-87.736804226
2001,BATTERY,SIMPLE,RESIDENCE,41.698466832,-87.562105656
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.73661193,-87.614449878
2001,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,41.779222817,-87.703289592
2001,NARCOTICS,POSS: COCAINE,RESIDENCE,41.912444733,-87.748739483
2001,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,DEPARTMENT STORE,41.88352126,-87.627733247
2001,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,41.906163332,-87.643438342
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.747786063,-87.569680224
2001,CRIMINAL DAMAGE,TO PROPERTY,FACTORY/MANUFACTURING BUILDING,41.874491225,-87.641473192
2001,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,41.924689023,-87.698024102
2001,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,41.887744402,-87.61749552
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CAR WASH,41.78866571,-87.654592801
2001,THEFT,$500 AND UNDER,SMALL RETAIL STORE,41.754658085,-87.741385006
2001,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,41.83110361,-87.627788178
2001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,PARKING LOT/GARAGE(NON.RESID.),41.8834651,-87.71004075
2001,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,41.893340597,-87.673506391
2001,THEFT,$500 AND UNDER,SMALL RETAIL STORE,41.684218841,-87.620861583
2001,THEFT,$500 AND UNDER,STREET,41.677814452,-87.631712584
2001,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,41.97652842,-87.659725195
2001,THEFT,OVER $500,RESIDENCE,41.890009011,-87.684084883
2001,HOMICIDE,FIRST DEGREE MURDER,AUTO,41.753145614,-87.602153123
2001,BATTERY,SIMPLE,RESIDENCE,41.813163483,-87.632133902
2001,ASSAULT,AGGRAVATED: HANDGUN,STREET,41.788572733,-87.671582352
2001,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,41.930995722,-87.795331034
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.699811885,-87.55970575
2001,BATTERY,SIMPLE,APARTMENT,41.74287236,-87.614555935
2001,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GOVERNMENT BUILDING/PROPERTY,41.994541819,-87.713898574
2001,NARCOTICS,POSS: CRACK,STREET,41.812614381,-87.606487967
2001,BATTERY,SIMPLE,STREET,41.973367276,-87.657886687
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.866293502,-87.710394807
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.880095278,-87.692116965
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.848297187,-87.636455639
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.965577452,-87.648783845
2001,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,41.826222952,-87.628909449
2001,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),41.793799869,-87.693740581
2001,ASSAULT,SIMPLE,SMALL RETAIL STORE,42.013034379,-87.674857541
2001,THEFT,OVER $500,RESIDENCE,41.882781045,-87.755010417
2001,CRIMINAL TRESPASS,TO LAND,APARTMENT,41.909835241,-87.70715017
2001,THEFT,$500 AND UNDER,STREET,41.976378956,-87.675595687
2001,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,41.928091724,-87.713564334
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.810483561,-87.689532383
2001,BATTERY,SIMPLE,RESIDENCE,41.914455571,-87.694521347
2001,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),41.927818413,-87.756433887
2001,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,41.76641335,-87.668866644
2001,ASSAULT,SIMPLE,GAS STATION,41.912502512,-87.63301323
2001,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,41.787639595,-87.607932524
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.824912057,-87.641240424
2001,THEFT,$500 AND UNDER,NURSING HOME/RETIREMENT HOME,41.882034328,-87.772100265
2001,NARCOTICS,POSS: HEROIN(WHITE),OTHER,41.880949477,-87.758607275
2001,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,41.701750579,-87.626794477
2001,BATTERY,SIMPLE,STREET,41.921310305,-87.76603876
2001,CRIMINAL DAMAGE,TO PROPERTY,STREET,41.84156299,-87.646514469
2001,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,41.910443268,-87.76440094
2001,THEFT,$500 AND UNDER,GROCERY FOOD STORE,42.019286795,-87.675061685
2001,THEFT,$500 AND UNDER,GROCERY FOOD STORE,41.793506624,-87.775993971
2001,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,41.851688016,-87.702751478
2001,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,OTHER,41.830711929,-87.608081204
2001,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,41.87630013,-87.724412336
2001,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,41.676338279,-87.62060808
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.948757695,-87.735152043
2001,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,41.790099935,-87.685303039
2001,ASSAULT,AGGRAVATED: HANDGUN,RESTAURANT,41.853890826,-87.625375818
2001,BATTERY,SIMPLE,RESIDENCE,41.806015952,-87.605432857
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.804355759,-87.590868652
2001,THEFT,$500 AND UNDER,GAS STATION,41.792889719,-87.75938728
2001,THEFT,$500 AND UNDER,GROCERY FOOD STORE,41.765988783,-87.573789768
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.977147617,-87.65629109
2001,THEFT,OVER $500,GROCERY FOOD STORE,41.736786454,-87.586734129
2001,BATTERY,SIMPLE,STREET,41.90992767,-87.652971728
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.65813478,-87.539737501
2001,THEFT,OVER $500,ALLEY,41.90952294,-87.639904735
2001,THEFT,OVER $500,RESIDENCE,41.727532227,-87.611144165
2001,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,41.880297227,-87.752238339
2001,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,41.895748806,-87.729648961
2001,THEFT,$500 AND UNDER,DRUG STORE,41.832594585,-87.616840751
2001,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,41.695323407,-87.619695498
2001,ASSAULT,SIMPLE,STREET,41.906901443,-87.689740126
2001,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,41.653752018,-87.604800565
2001,NARCOTICS,ALTER/FORGE PRESCRIPTION,STREET,41.901167583,-87.719092279
2001,THEFT,$500 AND UNDER,STREET,41.775557484,-87.58203928
2001,THEFT,OVER $500,GAS STATION,41.759091875,-87.566691028
2001,HOMICIDE,FIRST DEGREE MURDER,STREET,41.806752043,-87.667984156
2001,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",GAS STATION,41.990794765,-87.679052174
2001,BATTERY,SIMPLE,STREET,41.880681318,-87.626005546
2001,ASSAULT,SIMPLE,STREET,41.769204486,-87.689626363
2001,THEFT,$500 AND UNDER,STREET,41.745303524,-87.669230926
2001,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,41.940032167,-87.653034058
2001,BATTERY,SIMPLE,RESIDENCE,41.904745184,-87.628627364
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.824000973,-87.603123246
2001,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,41.895570984,-87.752096231
2001,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),41.894805521,-87.635810706
2001,THEFT,$500 AND UNDER,RESTAURANT,41.750289783,-87.660245041
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.755778594,-87.626462435
2001,THEFT,OVER $500,GAS STATION,41.909404459,-87.7547665
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.898929303,-87.670896009
2001,THEFT,$500 AND UNDER,STREET,41.786743064,-87.673625218
2001,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,CHA PARKING LOT/GROUNDS,41.812012618,-87.74756638
2001,BATTERY,SIMPLE,APARTMENT,41.784846376,-87.611054992
2001,GAMBLING,GAME/DICE,ALLEY,41.792935465,-87.669560906
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.910629696,-87.713472438
2001,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,41.968465512,-87.693220844
2001,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,STREET,41.891300622,-87.75584074
2001,BATTERY,SIMPLE,APARTMENT,41.943272097,-87.747410384
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.736703648,-87.593022345
2001,THEFT,$500 AND UNDER,CTA BUS,41.851107212,-87.612868333
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.674566132,-87.632322543
2001,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),42.002000075,-87.81515231
2001,THEFT,$500 AND UNDER,OTHER,41.809771899,-87.594962029
2001,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,GAS STATION,41.80318238,-87.65495676
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.814017225,-87.626358007
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,41.869434091,-87.687747984
2001,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,41.903722524,-87.677421929
2001,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",41.965608842,-87.772452071
2001,BATTERY,SIMPLE,APARTMENT,41.969842054,-87.724301838
2001,BATTERY,SIMPLE,APARTMENT,41.762825703,-87.561599345
2001,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",41.697927631,-87.533016261
2001,BATTERY,AGG PO HANDS NO/MIN INJURY,BANK,41.92421413,-87.756212809
2001,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,41.706874835,-87.532725856
2001,THEFT,OVER $500,OTHER,41.904854503,-87.668590247
2001,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,41.878332658,-87.626964131
2001,THEFT,$500 AND UNDER,STREET,41.712336049,-87.667808706
2001,BATTERY,AGGRAVATED: HANDGUN,APARTMENT,41.777710251,-87.668156111
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),41.948683588,-87.643652769
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.802187547,-87.602817155
2001,NARCOTICS,POSS: CRACK,CHA HALLWAY/STAIRWELL/ELEVATOR,41.828533466,-87.626649614
2001,THEFT,OVER $500,ALLEY,41.800344729,-87.604756203
2001,CRIMINAL TRESPASS,TO LAND,OTHER RAILROAD PROP / TRAIN DEPOT,41.791955946,-87.6810929
2001,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,STREET,41.890158515,-87.77178676
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.779823732,-87.689905141
2001,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,41.751117139,-87.621309669
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,41.699114066,-87.664532275
2001,THEFT,$500 AND UNDER,RESIDENCE,41.928181955,-87.738934636
2001,THEFT,$500 AND UNDER,OTHER,41.794258991,-87.62422452
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.917152038,-87.718446677
2001,NARCOTICS,POSS: HEROIN(WHITE),CTA BUS,41.886589164,-87.745644331
2001,BATTERY,SIMPLE,GAS STATION,41.866146302,-87.72026835
2001,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,41.852015935,-87.695047578
2001,BATTERY,SIMPLE,APARTMENT,41.832279303,-87.611193467
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,41.882297957,-87.703849715
2001,ASSAULT,AGGRAVATED: HANDGUN,DRUG STORE,41.844142194,-87.72479442
2001,ROBBERY,ARMED: HANDGUN,STREET,41.721959238,-87.623591402
2001,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,41.88200784,-87.683783979
2001,THEFT,$500 AND UNDER,STREET,41.782080308,-87.596390758
2001,ASSAULT,SIMPLE,RESIDENCE,41.746826667,-87.665924522
2001,BATTERY,SIMPLE,RESIDENCE,41.929371905,-87.71432735
2001,THEFT,$500 AND UNDER,STREET,41.897721166,-87.642831325
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,41.797057302,-87.653591095
2001,BATTERY,SIMPLE,CHA APARTMENT,41.829556721,-87.628825201
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.837887423,-87.654656413
2001,THEFT,$500 AND UNDER,STREET,41.918540251,-87.689343944
2001,ASSAULT,SIMPLE,APARTMENT,41.727293531,-87.556866727
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE PORCH/HALLWAY,41.940718405,-87.68338327
2001,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,41.89447044,-87.765236901
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,41.82443057,-87.628848381
2001,THEFT,OVER $500,DEPARTMENT STORE,41.897740622,-87.62396241
2001,BATTERY,SIMPLE,APARTMENT,41.899878585,-87.754643123
2001,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,41.880512347,-87.734287068
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,41.678979772,-87.626172376
2001,PUBLIC PEACE VIOLATION,BOMB THREAT,POLICE FACILITY/VEH PARKING LOT,41.804196865,-87.627925741
2001,THEFT,OVER $500,STREET,41.872610008,-87.663453681
2001,THEFT,$500 AND UNDER,APARTMENT,41.822550956,-87.615584274
2001,THEFT,OVER $500,DRUG STORE,41.780958654,-87.683836853
2001,THEFT,$500 AND UNDER,STREET,41.688043529,-87.671661706
2001,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.828793203,-87.606268287
2001,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,41.749016832,-87.636830499
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",41.769732564,-87.637119664
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.69711904,-87.709441276
2001,THEFT,$500 AND UNDER,STREET,41.829655213,-87.614602295
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.94806131,-87.74590716
2001,THEFT,$500 AND UNDER,GROCERY FOOD STORE,41.90950483,-87.746962481
2001,NARCOTICS,POSS: HEROIN(WHITE),STREET,41.896083989,-87.713749015
2001,BATTERY,SIMPLE,RESIDENCE,41.798007397,-87.617541545
2001,THEFT,$500 AND UNDER,GROCERY FOOD STORE,41.73674802,-87.605552394
2001,ROBBERY,STRONGARM - NO WEAPON,STREET,41.821220746,-87.606973971
2001,THEFT,OVER $500,RESTAURANT,41.892393517,-87.626416239
2001,NARCOTICS,POSS: CRACK,SIDEWALK,41.723653605,-87.611436695
2001,BATTERY,SIMPLE,STREET,41.8003393,-87.60649834
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,41.930851845,-87.787522848
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.807994984,-87.616407011
2001,ASSAULT,SIMPLE,STREET,41.961446426,-87.686959722
2001,THEFT,$500 AND UNDER,BAR OR TAVERN,41.888078706,-87.629401847
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.772562476,-87.660235859
2001,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,41.781564009,-87.724209529
2001,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,41.877155261,-87.728883968
2001,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",41.753483676,-87.708756478
2001,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,41.707489908,-87.541489284
2001,SEX OFFENSE,OTHER,RESIDENCE,41.894162791,-87.629867612
2001,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,41.751458052,-87.585974115
2001,BATTERY,SIMPLE,SIDEWALK,42.009176461,-87.666371915
2001,THEFT,$500 AND UNDER,RESIDENCE,41.721934863,-87.659193029
2001,BATTERY,SIMPLE,STREET,41.875982311,-87.745579954
2001,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,41.844352909,-87.708835049
2001,NARCOTICS,POSS: CRACK,CHA APARTMENT,41.655992188,-87.595458679
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.855813374,-87.669285541
2001,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,41.92123651,-87.751293825
2001,THEFT,$500 AND UNDER,GROCERY FOOD STORE,41.924626506,-87.723956702
2001,ASSAULT,SIMPLE,RESIDENCE,41.733011198,-87.637600624
2001,BATTERY,AGGRAVATED: HANDGUN,STREET,41.778748089,-87.63856567
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.943985252,-87.782257428
2001,BATTERY,AGGRAVATED: OTHER FIREARM,STREET,41.73414567,-87.658486482
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.917765654,-87.778011491
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.746397744,-87.69971164
2001,BATTERY,SIMPLE,RESIDENCE,41.85954656,-87.712640819
2001,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,41.878099749,-87.647393884
2001,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",41.905314642,-87.68572252
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,41.811249172,-87.694440047
2001,BATTERY,SIMPLE,STREET,41.713581591,-87.568532302
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.881125168,-87.702168364
2001,ROBBERY,STRONGARM - NO WEAPON,STREET,41.775804663,-87.722834235
2001,BATTERY,SIMPLE,"SCHOOL, PRIVATE, GROUNDS",41.765672092,-87.669765023
2001,NARCOTICS,POSS: CRACK,RESIDENCE,41.687949765,-87.61799036
2001,CRIMINAL TRESPASS,TO LAND,RESTAURANT,41.89483297,-87.634006998
2001,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,41.795642495,-87.626959715
2001,ROBBERY,STRONGARM - NO WEAPON,STREET,41.998002081,-87.680203411
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),41.835459446,-87.665543894
2001,BATTERY,SIMPLE,SIDEWALK,41.924963191,-87.692546132
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,41.898948184,-87.623978431
2001,BATTERY,SIMPLE,BAR OR TAVERN,41.969662287,-87.762480617
2001,CRIMINAL TRESPASS,TO LAND,RESIDENCE,41.909556885,-87.765510946
2001,CRIMINAL TRESPASS,TO LAND,RESIDENCE,41.965028995,-87.652540218
2001,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,41.917352809,-87.72006876
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.880660333,-87.740594401
2001,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,41.773616577,-87.702354637
2001,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT,41.755910631,-87.656594613
2001,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, BUILDING",41.926019102,-87.68753794
2001,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,41.942075364,-87.664028244
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.807468248,-87.615554587
2001,BURGLARY,FORCIBLE ENTRY,RESTAURANT,41.974855942,-87.659978181
2001,THEFT,$500 AND UNDER,TAVERN/LIQUOR STORE,41.927126952,-87.651326444
2001,BATTERY,SIMPLE,STREET,41.764151498,-87.584873805
2001,THEFT,OVER $500,RESIDENCE,41.897830567,-87.748523842
2001,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,41.700022404,-87.620251409
2001,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,41.755297897,-87.564024112
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.678929932,-87.669818596
2001,BATTERY,SIMPLE,RESIDENCE,41.770932921,-87.587870625
2001,NARCOTICS,POSS: COCAINE,ALLEY,41.758834747,-87.573841149
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,41.746540337,-87.669555311
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.755762718,-87.611549768
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.878691359,-87.746208749
2001,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.755649993,-87.563737704
2001,THEFT,$500 AND UNDER,WAREHOUSE,41.712091899,-87.559584157
2001,BATTERY,SIMPLE,SIDEWALK,41.828533466,-87.626649614
2001,DECEPTIVE PRACTICE,FORGERY,OTHER,41.816468384,-87.621554729
2001,THEFT,$500 AND UNDER,NURSING HOME/RETIREMENT HOME,41.832677684,-87.623151148
2001,BATTERY,SIMPLE,OTHER,41.968584875,-87.705894858
2001,BATTERY,SIMPLE,RESIDENCE,41.726247182,-87.573584001
2001,ASSAULT,SIMPLE,RESIDENCE,41.983848578,-87.802838263
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.770442712,-87.731232182
2001,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PRIVATE, BUILDING",41.814666016,-87.697942382
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,42.001298184,-87.662182819
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.882482267,-87.631042335
2001,ASSAULT,SIMPLE,RESIDENCE,41.759693162,-87.642905609
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,42.01801656,-87.677514636
2001,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",41.804198907,-87.604947275
2001,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, BUILDING",41.878119965,-87.626738811
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,41.933264914,-87.773459538
